Date,Open,High,Low,Close,Volume,Adj Close
2008-06-19,22797.5996,22797.5996,22797.5996,22797.5996,000,20291.3975
2008-06-18,23325.8008,23325.8008,23325.8008,23325.8008,000,20761.532
2008-06-17,23058.00,23058.00,23058.00,23058.00,000,20523.1713
2008-06-16,23029.6992,23029.6992,23029.6992,23029.6992,000,20497.9817
2008-06-13,22592.3008,22592.3008,22592.3008,22592.3008,000,20108.6677
2008-06-12,23023.9004,23023.9004,23023.9004,23023.9004,000,20492.8204
2008-06-11,23327.5996,23327.5996,23327.5996,23327.5996,000,20763.1331
2008-06-10,23375.50,23375.50,23375.50,23375.50,000,20805.7677
2008-06-09,3.96,4.00,3.88,3.94,13900,3.5069
2008-06-06,24402.1992,24402.1992,24402.1992,24402.1992,000,21719.5991
2008-06-05,24255.3008,24255.3008,24255.3008,24255.3008,000,21588.8496
2008-06-04,24123.1992,24123.1992,24123.1992,24123.1992,000,21471.2703
2008-06-03,24375.8008,24375.8008,24375.8008,24375.8008,000,21696.1027
2008-06-02,24831.4004,24831.4004,24831.4004,24831.4004,000,22101.617
2008-05-30,24533.0996,24533.0996,24533.0996,24533.0996,000,21836.1092
2008-05-29,24384.00,24384.00,24384.00,24384.00,000,21703.4005
2008-05-28,24249.50,24249.50,24249.50,24249.50,000,21583.6865
2008-05-27,24286.00,24286.00,24286.00,24286.00,000,21616.1739
2008-05-26,24147.8008,24147.8008,24147.8008,24147.8008,000,21493.1673
2008-05-23,24714.0996,24714.0996,24714.0996,24714.0996,000,21997.2114
2008-05-22,25043.0996,25043.0996,25043.0996,25043.0996,000,22290.0435
2008-05-21,25460.3008,25460.3008,25460.3008,25460.3008,000,22661.3806
2008-05-20,25169.50,25169.50,25169.50,25169.50,000,22402.5484
2008-05-19,25742.1992,25742.1992,25742.1992,25742.1992,000,22912.2892
2008-05-16,25618.9004,25618.9004,25618.9004,25618.9004,000,22802.545
2008-05-15,25513.6992,25513.6992,25513.6992,25513.6992,000,22708.9088
2008-05-14,25533.50,25533.50,25533.50,25533.50,000,22726.5329
2008-05-13,25552.8008,25552.8008,25552.8008,25552.8008,000,22743.7119
2008-05-12,4.10,4.12,4.00,4.00,9700,3.5603
2008-05-09,25063.1992,25063.1992,25063.1992,25063.1992,000,22307.9335
2008-05-08,25449.8008,25449.8008,25449.8008,25449.8008,000,22652.0349
2008-05-07,25610.1992,25610.1992,25610.1992,25610.1992,000,22794.8003
2008-05-06,26262.0996,26262.0996,26262.0996,26262.0996,000,23375.0355
2008-05-05,26183.9004,26183.9004,26183.9004,26183.9004,000,23305.433
2008-05-02,24812.3008,24812.3008,24812.3008,24812.3008,000,22084.6171
2008-04-30,25768.3008,25768.3008,25768.3008,25768.3008,000,22935.5214
2008-04-29,25916.5996,25916.5996,25916.5996,25916.5996,000,23067.5173
2008-04-28,25666.3008,25666.3008,25666.3008,25666.3008,000,22844.7345
2008-04-25,25516.8008,25516.8008,25516.8008,25516.8008,000,22711.6694
2008-04-24,25680.8008,25680.8008,25680.8008,25680.8008,000,22857.6405
2008-04-23,25289.1992,25289.1992,25289.1992,25289.1992,000,22509.0887
2008-04-22,24939.1992,24939.1992,24939.1992,24939.1992,000,22197.5652
2008-04-21,24721.6992,24721.6992,24721.6992,24721.6992,000,22003.9756
2008-04-18,24197.8008,24197.8008,24197.8008,24197.8008,000,21537.6707
2008-04-17,24259.00,24259.00,24259.00,24259.00,000,21592.1421
2008-04-16,23878.3008,23878.3008,23878.3008,23878.3008,000,21253.2942
2008-04-15,23901.3008,23901.3008,23901.3008,23901.3008,000,21273.7658
2008-04-14,23811.1992,23811.1992,23811.1992,23811.1992,000,21193.5693
2008-04-11,24667.8008,24667.8008,24667.8008,24667.8008,000,21956.0023
2008-04-10,24187.0996,24187.0996,24187.0996,24187.0996,000,21528.1459
2008-04-09,23984.5996,23984.5996,23984.5996,23984.5996,000,21347.9073
2008-04-08,24311.6992,24311.6992,24311.6992,24311.6992,000,21639.048
2008-04-07,24578.8008,24578.8008,24578.8008,24578.8008,000,21876.7863
2008-04-04,4.30,4.40,4.16,4.40,82600,3.9163
2008-04-03,24264.5996,24264.5996,24264.5996,24264.5996,000,21597.1262
2008-04-02,23872.4004,23872.4004,23872.4004,23872.4004,000,21248.0425
2008-04-01,23137.50,23137.50,23137.50,23137.50,000,20593.9317
2008-03-31,22849.1992,22849.1992,22849.1992,22849.1992,000,20337.3246
2008-03-28,23285.9004,23285.9004,23285.9004,23285.9004,000,20726.018
2008-03-27,22664.1992,22664.1992,22664.1992,22664.1992,000,20172.6621
2008-03-26,22617.00,22617.00,22617.00,22617.00,000,20130.6517
2008-03-25,22464.50,22464.50,22464.50,22464.50,000,19994.9164
2008-03-20,21108.1992,21108.1992,21108.1992,21108.1992,000,18787.7175
2008-03-19,21866.9004,21866.9004,21866.9004,21866.9004,000,19463.0125
2008-03-18,21384.5996,21384.5996,21384.5996,21384.5996,000,19033.7324
2008-03-17,21084.5996,21084.5996,21084.5996,21084.5996,000,18766.7122
2008-03-14,22237.0996,22237.0996,22237.0996,22237.0996,000,19792.5147
2008-03-13,22301.5996,22301.5996,22301.5996,22301.5996,000,19849.9241
2008-03-12,23422.8008,23422.8008,23422.8008,23422.8008,000,20847.8686
2008-03-11,22995.3008,22995.3008,22995.3008,22995.3008,000,20467.3648
2008-03-10,22705.0996,22705.0996,22705.0996,22705.0996,000,20209.0662
2008-03-07,22501.3008,22501.3008,22501.3008,22501.3008,000,20027.6716
2008-03-06,23342.6992,23342.6992,23342.6992,23342.6992,000,20776.5728
2008-03-05,23114.3008,23114.3008,23114.3008,23114.3008,000,20573.2828
2008-03-04,23119.9004,23119.9004,23119.9004,23119.9004,000,20578.2668
2008-03-03,23585.00,23585.00,23585.00,23585.00,000,20992.2368
2008-02-29,24331.6992,24331.6992,24331.6992,24331.6992,000,21656.8493
2008-02-28,24591.6992,24591.6992,24591.6992,24591.6992,000,21888.2668
2008-02-27,24483.8008,24483.8008,24483.8008,24483.8008,000,21792.2299
2008-02-26,23714.8008,23714.8008,23714.8008,23714.8008,000,21107.7682
2008-02-25,23269.0996,23269.0996,23269.0996,23269.0996,000,20711.0642
2008-02-22,23305.00,23305.00,23305.00,23305.00,000,20743.0179
2008-02-21,23623.00,23623.00,23623.00,23623.00,000,21026.0593
2008-02-20,23590.5996,23590.5996,23590.5996,23590.5996,000,20997.2208
2008-02-19,24123.1992,24123.1992,24123.1992,24123.1992,000,21471.2703
2008-02-18,23759.1992,23759.1992,23759.1992,23759.1992,000,21147.2858
2008-02-15,24148.4004,24148.4004,24148.4004,24148.4004,000,21493.701
2008-02-14,24021.6992,24021.6992,24021.6992,24021.6992,000,21380.9285
2008-02-13,23169.5996,23169.5996,23169.5996,23169.5996,000,20622.5025
2008-02-12,22919.1992,22919.1992,22919.1992,22919.1992,000,20399.6293
2008-02-11,22650.00,22650.00,22650.00,22650.00,000,20160.0239
2008-02-08,3.72,3.74,3.58,3.60,24400,3.2042
2008-02-07,21704.4004,21704.4004,21704.4004,21704.4004,000,19318.3766
2008-02-06,24831.4004,24831.4004,24831.4004,24831.4004,000,22101.617
2008-02-05,24812.3008,24812.3008,24812.3008,24812.3008,000,22084.6171
2008-02-04,25017.0996,25017.0996,25017.0996,25017.0996,000,22266.9018
2008-02-01,24123.5996,24123.5996,24123.5996,24123.5996,000,21471.6267
2008-01-31,23455.6992,23455.6992,23455.6992,23455.6992,000,20877.1504
2008-01-30,23653.6992,23653.6992,23653.6992,23653.6992,000,21053.3837
2008-01-29,24291.8008,24291.8008,24291.8008,24291.8008,000,21621.337
2008-01-28,24053.5996,24053.5996,24053.5996,24053.5996,000,21409.322
2008-01-25,25122.4004,25122.4004,25122.4004,25122.4004,000,22360.6266
2008-01-24,23539.3008,23539.3008,23539.3008,23539.3008,000,20951.5614
2008-01-23,24090.1992,24090.1992,24090.1992,24090.1992,000,21441.8981
2008-01-22,21757.5996,21757.5996,21757.5996,21757.5996,000,19365.7275
2008-01-21,23818.9004,23818.9004,23818.9004,23818.9004,000,21200.4239
2008-01-18,25201.9004,25201.9004,25201.9004,25201.9004,000,22431.3869
2008-01-17,25115.00,25115.00,25115.00,25115.00,000,22354.0397
2008-01-16,24450.8008,24450.8008,24450.8008,24450.8008,000,21762.8577
2008-01-15,25837.8008,25837.8008,25837.8008,25837.8008,000,22997.381
2008-01-14,26468.0996,26468.0996,26468.0996,26468.0996,000,23558.3894
2008-01-11,26867.00,26867.00,26867.00,26867.00,000,23913.4376
2008-01-10,27230.9004,27230.9004,27230.9004,27230.9004,000,24237.3334
2008-01-09,27615.8008,27615.8008,27615.8008,27615.8008,000,24579.9207
2008-01-08,27112.9004,27112.9004,27112.9004,27112.9004,000,24132.3055
2008-01-07,27179.50,27179.50,27179.50,27179.50,000,24191.5836
2008-01-04,27519.6992,27519.6992,27519.6992,27519.6992,000,24494.3838
2008-01-03,26887.3008,26887.3008,26887.3008,26887.3008,000,23931.5067
2008-01-02,27560.50,27560.50,27560.50,27560.50,000,24530.6993
2007-12-31,27812.6992,27812.6992,27812.6992,27812.6992,000,24755.1735
2007-12-28,27370.5996,27370.5996,27370.5996,27370.5996,000,24361.6751
2007-12-27,27842.9004,27842.9004,27842.9004,27842.9004,000,24782.0546
2007-12-24,28128.8008,28128.8008,28128.8008,28128.8008,000,25036.5252
2007-12-21,27626.9004,27626.9004,27626.9004,27626.9004,000,24589.8001
2007-12-20,27017.0996,27017.0996,27017.0996,27017.0996,000,24047.0363
2007-12-19,27029.3008,27029.3008,27029.3008,27029.3008,000,24057.8962
2007-12-18,26732.9004,26732.9004,26732.9004,26732.9004,000,23794.0799
2007-12-17,26596.5996,26596.5996,26596.5996,26596.5996,000,23672.7631
2007-12-14,27563.5996,27563.5996,27563.5996,27563.5996,000,24533.4581
2007-12-13,27744.4004,27744.4004,27744.4004,27744.4004,000,24694.383
2007-12-12,28521.0996,28521.0996,28521.0996,28521.0996,000,25385.6975
2007-12-11,29226.8008,29226.8008,29226.8008,29226.8008,000,26013.8191
2007-12-10,28501.0996,28501.0996,28501.0996,28501.0996,000,25367.8962
2007-12-07,28842.50,28842.50,28842.50,28842.50,000,25671.7655
2007-12-06,29558.9004,29558.9004,29558.9004,29558.9004,000,26309.4101
2007-12-05,29345.4004,29345.4004,29345.4004,29345.4004,000,26119.3807
2007-12-04,28879.5996,28879.5996,28879.5996,28879.5996,000,25704.7867
2007-12-03,19442.4004,19442.4004,19442.4004,19442.4004,000,17305.0444
2007-11-30,28643.5996,28643.5996,28643.5996,28643.5996,000,25494.7308
2007-11-29,28482.50,28482.50,28482.50,28482.50,000,25351.3413
2007-11-28,27382.00,27382.00,27382.00,27382.00,000,24371.8222
2007-11-27,27210.8008,27210.8008,27210.8008,27210.8008,000,24219.4434
2007-11-26,27626.5996,27626.5996,27626.5996,27626.5996,000,24589.5324
2007-11-23,26541.0996,26541.0996,26541.0996,26541.0996,000,23623.3643
2007-11-22,26004.9004,26004.9004,26004.9004,26004.9004,000,23146.1109
2007-11-21,26618.1992,26618.1992,26618.1992,26618.1992,000,23691.9882
2007-11-20,27771.1992,27771.1992,27771.1992,27771.1992,000,24718.2357
2007-11-19,27460.1992,27460.1992,27460.1992,27460.1992,000,24441.4248
2007-11-16,27614.4004,27614.4004,27614.4004,27614.4004,000,24578.6742
2007-11-15,28736.8008,28736.8008,28736.8008,28736.8008,000,25577.6861
2007-11-14,29166.00,29166.00,29166.00,29166.00,000,25959.7023
2007-11-13,27803.3008,27803.3008,27803.3008,27803.3008,000,24746.8083
2007-11-12,29226.8008,29226.8008,29226.8008,29226.8008,000,26013.8191
2007-11-09,28783.4004,28783.4004,28783.4004,28783.4004,000,25619.1629
2007-11-08,28760.1992,28760.1992,28760.1992,28760.1992,000,25598.5123
2007-11-07,29708.9004,29708.9004,29708.9004,29708.9004,000,26442.9201
2007-11-06,29438.0996,29438.0996,29438.0996,29438.0996,000,26201.8892
2007-11-05,28942.3008,28942.3008,28942.3008,28942.3008,000,25760.5949
2007-11-02,30468.3008,30468.3008,30468.3008,30468.3008,000,27118.8376
2007-11-01,31492.9004,31492.9004,31492.9004,31492.9004,000,28030.8002
2007-10-31,31352.5996,31352.5996,31352.5996,31352.5996,000,27905.923
2007-10-30,31638.1992,31638.1992,31638.1992,31638.1992,000,28160.1259
2007-10-29,31586.9004,31586.9004,31586.9004,31586.9004,000,28114.4665
2007-10-26,30405.1992,30405.1992,30405.1992,30405.1992,000,27062.6729
2007-10-25,29854.50,29854.50,29854.50,29854.50,000,26572.5136
2007-10-24,29333.50,29333.50,29333.50,29333.50,000,26108.7885
2007-10-23,29376.9004,29376.9004,29376.9004,29376.9004,000,26147.4178
2007-10-22,28373.5996,28373.5996,28373.5996,28373.5996,000,25254.4126
2007-10-19,5.40,5.50,5.40,5.42,11700,4.8242
2007-10-18,29465.0996,29465.0996,29465.0996,29465.0996,000,26225.921
2007-10-17,29298.6992,29298.6992,29298.6992,29298.6992,000,26077.8135
2007-10-16,28954.5996,28954.5996,28954.5996,28954.5996,000,25771.5417
2007-10-15,29540.8008,29540.8008,29540.8008,29540.8008,000,26293.3002
2007-10-12,28838.4004,28838.4004,28838.4004,28838.4004,000,25668.1166
2007-10-11,29133.00,29133.00,29133.00,29133.00,000,25930.33
2007-10-10,28569.3008,28569.3008,28569.3008,28569.3008,000,25428.5998
2007-10-09,28228.00,28228.00,28228.00,28228.00,000,25124.8192
2007-10-08,27770.3008,27770.3008,27770.3008,27770.3008,000,24717.4361
2007-10-05,20746.3008,20746.3008,20746.3008,20746.3008,000,18465.6035
2007-10-04,26974.00,26974.00,26974.00,26974.00,000,24008.6748
2007-10-03,27479.9004,27479.9004,27479.9004,27479.9004,000,24458.9602
2007-10-02,28199.8008,28199.8008,28199.8008,28199.8008,000,25099.72
2007-10-01,5.40,5.88,5.38,5.86,150900,5.2158
2007-09-28,27142.50,27142.50,27142.50,27142.50,000,24158.6511
2007-09-27,27065.1992,27065.1992,27065.1992,27065.1992,000,24089.8482
2007-09-26,5.40,5.60,5.40,5.54,35300,4.931
2007-09-25,26430.3008,26430.3008,26430.3008,26430.3008,000,23524.7459
2007-09-24,26551.9004,26551.9004,26551.9004,26551.9004,000,23632.9777
2007-09-21,25843.8008,25843.8008,25843.8008,25843.8008,000,23002.7214
2007-09-20,25701.0996,25701.0996,25701.0996,25701.0996,000,22875.7078
2007-09-19,25554.5996,25554.5996,25554.5996,25554.5996,000,22745.3129
2007-09-18,24576.8008,24576.8008,24576.8008,24576.8008,000,21875.0062
2007-09-17,24599.3008,24599.3008,24599.3008,24599.3008,000,21895.0327
2007-09-14,24898.0996,24898.0996,24898.0996,24898.0996,000,22160.9838
2007-09-13,24537.00,24537.00,24537.00,24537.00,000,21839.5808
2007-09-12,24310.0996,24310.0996,24310.0996,24310.0996,000,21637.6242
2007-09-11,23952.1992,23952.1992,23952.1992,23952.1992,000,21319.0688
2007-09-10,28228.00,28228.00,28228.00,28228.00,000,25124.8192
2007-09-07,23982.5996,23982.5996,23982.5996,23982.5996,000,21346.1272
2007-09-06,24050.4004,24050.4004,24050.4004,24050.4004,000,21406.4744
2007-09-05,24069.1992,24069.1992,24069.1992,24069.1992,000,21423.2067
2007-09-04,23886.0996,23886.0996,23886.0996,23886.0996,000,21260.2357
2007-09-03,23904.0996,23904.0996,23904.0996,23904.0996,000,21276.2569
2007-08-31,23984.0996,23984.0996,23984.0996,23984.0996,000,21347.4623
2007-08-30,23484.50,23484.50,23484.50,23484.50,000,20902.785
2007-08-29,23020.5996,23020.5996,23020.5996,23020.5996,000,20489.8825
2007-08-28,23363.8008,23363.8008,23363.8008,23363.8008,000,20795.3546
2007-08-27,23577.6992,23577.6992,23577.6992,23577.6992,000,20985.7386
2007-08-24,22921.9004,22921.9004,22921.9004,22921.9004,000,20402.0335
2007-08-23,22967.00,22967.00,22967.00,22967.00,000,20442.1752
2007-08-22,22346.9004,22346.9004,22346.9004,22346.9004,000,19890.2448
2007-08-21,21729.3008,21729.3008,21729.3008,21729.3008,000,19340.5396
2007-08-20,21595.5996,21595.5996,21595.5996,21595.5996,000,19221.5366
2007-08-17,20387.0996,20387.0996,20387.0996,20387.0996,000,18145.8903
2007-08-16,20672.4004,20672.4004,20672.4004,20672.4004,000,18399.8272
2007-08-15,21375.6992,21375.6992,21375.6992,21375.6992,000,19025.8104
2007-08-14,22007.3008,22007.3008,22007.3008,22007.3008,000,19587.9783
2007-08-13,21891.0996,21891.0996,21891.0996,21891.0996,000,19484.5515
2007-08-10,21792.6992,21792.6992,21792.6992,21792.6992,000,19396.9685
2007-08-09,22439.4004,22439.4004,22439.4004,22439.4004,000,19972.5761
2007-08-08,22536.6992,22536.6992,22536.6992,22536.6992,000,20059.1786
2007-08-07,21908.00,21908.00,21908.00,21908.00,000,19499.594
2007-08-06,20509.1992,20509.1992,20509.1992,20509.1992,000,18254.5672
2007-08-03,19175.1992,19175.1992,19175.1992,19175.1992,000,17067.2174
2007-08-02,20735.0996,20735.0996,20735.0996,20735.0996,000,18455.6337
2007-08-01,20029.6992,20029.6992,20029.6992,20029.6992,000,17827.7799
2007-07-31,23184.9004,23184.9004,23184.9004,23184.9004,000,20636.1212
2007-07-30,22739.9004,22739.9004,22739.9004,22739.9004,000,20240.0413
2007-07-27,22570.4004,22570.4004,22570.4004,22570.4004,000,20089.1749
2007-07-26,23211.6992,23211.6992,23211.6992,23211.6992,000,20659.974
2007-07-25,23362.1992,23362.1992,23362.1992,23362.1992,000,20793.9291
2007-07-24,23472.9004,23472.9004,23472.9004,23472.9004,000,20892.4606
2007-07-23,23365.5996,23365.5996,23365.5996,23365.5996,000,20796.9557
2007-07-20,23291.9004,23291.9004,23291.9004,23291.9004,000,20731.3584
2007-07-19,23016.1992,23016.1992,23016.1992,23016.1992,000,20485.9658
2007-07-18,22841.9004,22841.9004,22841.9004,22841.9004,000,20330.8281
2007-07-17,23057.3008,23057.3008,23057.3008,23057.3008,000,20522.549
2007-07-16,22953.9004,22953.9004,22953.9004,22953.9004,000,20430.5157
2007-07-13,23099.3008,23099.3008,23099.3008,23099.3008,000,20559.9318
2007-07-12,22809.00,22809.00,22809.00,22809.00,000,20301.5446
2007-07-11,29708.9004,29708.9004,29708.9004,29708.9004,000,26442.9201
2007-07-10,22885.8008,22885.8008,22885.8008,22885.8008,000,20369.9024
2007-07-09,23982.5996,23982.5996,23982.5996,23982.5996,000,21346.1272
2007-07-06,22531.6992,22531.6992,22531.6992,22531.6992,000,20054.7282
2007-07-05,22253.00,22253.00,22253.00,22253.00,000,19806.6672
2007-07-04,22218.5996,22218.5996,22218.5996,22218.5996,000,19776.0485
2007-07-03,22151.0996,22151.0996,22151.0996,22151.0996,000,19715.969
2007-07-02,6.42,6.54,6.40,6.42,41300,5.7142
2007-06-29,21772.6992,21772.6992,21772.6992,21772.6992,000,19379.1672
2007-06-28,21938.1992,21938.1992,21938.1992,21938.1992,000,19526.4733
2007-06-27,21705.5996,21705.5996,21705.5996,21705.5996,000,19319.444
2007-06-26,21803.5996,21803.5996,21803.5996,21803.5996,000,19406.6706
2007-06-25,21822.3008,21822.3008,21822.3008,21822.3008,000,19423.3159
2007-06-22,21999.9004,21999.9004,21999.9004,21999.9004,000,19581.3915
2007-06-21,21954.6992,21954.6992,21954.6992,21954.6992,000,19541.1594
2007-06-20,21684.6992,21684.6992,21684.6992,21684.6992,000,19300.8412
2007-06-19,5.54,5.72,5.42,5.60,103900,4.9844
2007-06-18,21582.9004,21582.9004,21582.9004,21582.9004,000,19210.2334
2007-06-15,21017.0996,21017.0996,21017.0996,21017.0996,000,18706.6327
2007-06-14,20867.3008,20867.3008,20867.3008,20867.3008,000,18573.3016
2007-06-13,20578.8008,20578.8008,20578.8008,20578.8008,000,18316.5172
2007-06-12,20636.4004,20636.4004,20636.4004,20636.4004,000,18367.7848
2007-06-11,20615.50,20615.50,20615.50,20615.50,000,18349.182
2007-06-08,20509.1992,20509.1992,20509.1992,20509.1992,000,18254.5672
2007-06-07,20800.1992,20800.1992,20800.1992,20800.1992,000,18513.5767
2007-06-06,20818.5996,20818.5996,20818.5996,20818.5996,000,18529.9543
2007-06-05,20842.1992,20842.1992,20842.1992,20842.1992,000,18550.9596
2007-06-04,20729.5996,20729.5996,20729.5996,20729.5996,000,18450.7383
2007-06-01,20602.9004,20602.9004,20602.9004,20602.9004,000,18337.9675
2007-05-31,20634.50,20634.50,20634.50,20634.50,000,18366.0933
2007-05-30,20293.8008,20293.8008,20293.8008,20293.8008,000,18062.848
2007-05-29,20469.5996,20469.5996,20469.5996,20469.5996,000,18219.3208
2007-05-28,20529.8008,20529.8008,20529.8008,20529.8008,000,18272.9039
2007-05-25,20520.6992,20520.6992,20520.6992,20520.6992,000,18264.8029
2007-05-24,5.28,5.30,5.00,5.04,133900,4.4859
2007-05-23,20799.00,20799.00,20799.00,20799.00,000,18512.5093
2007-05-22,20843.9004,20843.9004,20843.9004,20843.9004,000,18552.4737
2007-05-21,20927.8008,20927.8008,20927.8008,20927.8008,000,18627.1507
2007-05-18,20904.8008,20904.8008,20904.8008,20904.8008,000,18606.6792
2007-05-17,20994.5996,20994.5996,20994.5996,20994.5996,000,18686.6062
2007-05-16,20937.3008,20937.3008,20937.3008,20937.3008,000,18635.6063
2007-05-15,20868.1992,20868.1992,20868.1992,20868.1992,000,18574.1013
2007-05-14,20979.1992,20979.1992,20979.1992,20979.1992,000,18672.8988
2007-05-11,20468.1992,20468.1992,20468.1992,20468.1992,000,18218.0744
2007-05-10,20746.3008,20746.3008,20746.3008,20746.3008,000,18465.6035
2007-05-09,20844.8008,20844.8008,20844.8008,20844.8008,000,18553.2751
2007-05-08,20706.3008,20706.3008,20706.3008,20706.3008,000,18430.0008
2007-05-07,20896.5996,20896.5996,20896.5996,20896.5996,000,18599.3796
2007-05-04,20841.0996,20841.0996,20841.0996,20841.0996,000,18549.9808
2007-05-03,20681.5996,20681.5996,20681.5996,20681.5996,000,18408.0151
2007-05-02,20388.50,20388.50,20388.50,20388.50,000,18147.1367
2007-04-30,20319.00,20319.00,20319.00,20319.00,000,18085.277
2007-04-27,20526.50,20526.50,20526.50,20526.50,000,18269.966
2007-04-26,20667.3008,20667.3008,20667.3008,20667.3008,000,18395.2882
2007-04-25,20536.8008,20536.8008,20536.8008,20536.8008,000,18279.1344
2007-04-24,20572.8008,20572.8008,20572.8008,20572.8008,000,18311.1768
2007-04-23,20556.5996,20556.5996,20556.5996,20556.5996,000,18296.7567
2007-04-20,20566.5996,20566.5996,20566.5996,20566.5996,000,18305.6574
2007-04-19,20299.6992,20299.6992,20299.6992,20299.6992,000,18068.0981
2007-04-18,20777.0996,20777.0996,20777.0996,20777.0996,000,18493.0165
2007-04-17,20788.5996,20788.5996,20788.5996,20788.5996,000,18503.2523
2007-04-16,20757.50,20757.50,20757.50,20757.50,000,18475.5716
2007-04-13,20341.00,20341.00,20341.00,20341.00,000,18104.8585
2007-04-12,20380.1992,20380.1992,20380.1992,20380.1992,000,18139.7485
2007-04-11,20449.4004,20449.4004,20449.4004,20449.4004,000,18201.3422
2007-04-10,20347.9004,20347.9004,20347.9004,20347.9004,000,18111.0003
2007-04-09,23886.0996,23886.0996,23886.0996,23886.0996,000,21260.2357
2007-04-06,20729.5996,20729.5996,20729.5996,20729.5996,000,18450.7383
2007-04-05,20841.0996,20841.0996,20841.0996,20841.0996,000,18549.9808
2007-04-04,20209.6992,20209.6992,20209.6992,20209.6992,000,17987.992
2007-04-03,20002.6992,20002.6992,20002.6992,20002.6992,000,17803.7481
2007-04-02,19809.6992,19809.6992,19809.6992,19809.6992,000,17631.9651
2007-03-30,19800.9004,19800.9004,19800.9004,19800.9004,000,17624.1335
2007-03-29,19821.8008,19821.8008,19821.8008,19821.8008,000,17642.7363
2007-03-28,19553.9004,19553.9004,19553.9004,19553.9004,000,17404.2869
2007-03-27,19706.8008,19706.8008,19706.8008,19706.8008,000,17540.3786
2007-03-26,19765.8008,19765.8008,19765.8008,19765.8008,000,17592.8925
2007-03-23,19692.5996,19692.5996,19692.5996,19692.5996,000,17527.7386
2007-03-22,19690.1992,19690.1992,19690.1992,19690.1992,000,17525.602
2007-03-21,19516.4004,19516.4004,19516.4004,19516.4004,000,17370.9094
2007-03-20,19356.9004,19356.9004,19356.9004,19356.9004,000,17228.9437
2007-03-19,19266.6992,19266.6992,19266.6992,19266.6992,000,17148.6586
2007-03-16,18953.50,18953.50,18953.50,18953.50,000,16869.8902
2007-03-15,18969.4004,18969.4004,18969.4004,18969.4004,000,16884.0426
2007-03-14,18836.9004,18836.9004,18836.9004,18836.9004,000,16766.1087
2007-03-13,19333.0996,19333.0996,19333.0996,19333.0996,000,17207.7594
2007-03-12,19442.4004,19442.4004,19442.4004,19442.4004,000,17305.0444
2007-03-09,19134.9004,19134.9004,19134.9004,19134.9004,000,17031.3487
2007-03-08,19175.1992,19175.1992,19175.1992,19175.1992,000,17067.2174
2007-03-07,18918.5996,18918.5996,18918.5996,18918.5996,000,16838.8265
2007-03-06,19058.5996,19058.5996,19058.5996,19058.5996,000,16963.4359
2007-03-05,18664.9004,18664.9004,18664.9004,18664.9004,000,16613.0171
2007-03-02,19442.00,19442.00,19442.00,19442.00,000,17304.688
2007-03-01,19346.5996,19346.5996,19346.5996,19346.5996,000,17219.7753
2007-02-28,19651.50,19651.50,19651.50,19651.50,000,17491.1571
2007-02-27,20147.9004,20147.9004,20147.9004,20147.9004,000,17932.9869
2007-02-26,20507.9004,20507.9004,20507.9004,20507.9004,000,18253.4111
2007-02-23,20711.6992,20711.6992,20711.6992,20711.6992,000,18434.8058
2007-02-22,20809.1992,20809.1992,20809.1992,20809.1992,000,18521.5873
2007-02-21,20651.4004,20651.4004,20651.4004,20651.4004,000,18381.1358
2007-02-20,3.74,3.94,3.68,3.86,289600,3.4357
2007-02-16,20567.9004,20567.9004,20567.9004,20567.9004,000,18306.8151
2007-02-15,20538.4004,20538.4004,20538.4004,20538.4004,000,18280.5582
2007-02-14,20209.9004,20209.9004,20209.9004,20209.9004,000,17988.1711
2007-02-13,20132.1992,20132.1992,20132.1992,20132.1992,000,17919.0118
2007-02-12,20593.4004,20593.4004,20593.4004,20593.4004,000,18329.5119
2007-02-09,20677.6992,20677.6992,20677.6992,20677.6992,000,18404.5435
2007-02-08,20735.0996,20735.0996,20735.0996,20735.0996,000,18455.6337
2007-02-07,20679.6992,20679.6992,20679.6992,20679.6992,000,18406.3236
2007-02-06,20655.1992,20655.1992,20655.1992,20655.1992,000,18384.517
2007-02-05,20455.5996,20455.5996,20455.5996,20455.5996,000,18206.8599
2007-02-02,20563.6992,20563.6992,20563.6992,20563.6992,000,18303.0758
2007-02-01,20430.1992,20430.1992,20430.1992,20430.1992,000,18184.2518
2007-01-31,20106.4004,20106.4004,20106.4004,20106.4004,000,17896.0491
2007-01-30,20460.50,20460.50,20460.50,20460.50,000,18211.2216
2007-01-29,20236.6992,20236.6992,20236.6992,20236.6992,000,18012.0238
2007-01-26,20281.0996,20281.0996,20281.0996,20281.0996,000,18051.5432
2007-01-25,20669.8008,20669.8008,20669.8008,20669.8008,000,18397.5133
2007-01-24,20821.0996,20821.0996,20821.0996,20821.0996,000,18532.1795
2007-01-23,20769.6992,20769.6992,20769.6992,20769.6992,000,18486.4297
2007-01-22,20772.1992,20772.1992,20772.1992,20772.1992,000,18488.6548
2007-01-19,20327.6992,20327.6992,20327.6992,20327.6992,000,18093.0199
2007-01-18,20277.50,20277.50,20277.50,20277.50,000,18048.3393
2007-01-17,20064.5996,20064.5996,20064.5996,20064.5996,000,17858.8436
2007-01-16,20027.9004,20027.9004,20027.9004,20027.9004,000,17826.1788
2007-01-15,20068.5996,20068.5996,20068.5996,20068.5996,000,17862.4039
